Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
4125,The Expendables 2,2012,103.0,Action  Adventure  Thriller,6.6,51.0,Mr. Church reunites the Expendables for what should be an easy paycheck but when one of their men is murdered on the job their quest for revenge puts them deep in enemy territory and up against an unexpected threat.,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme","310,941",$85.02M
4126,Grease: Rydell High,2023– ,,Comedy  Musical  Romance,,,A spinoff of the original John Travolta and Olivia Newton John 1978 musical.,,"Jackie Hoffman, Madison Thompson, Marisa Davila, Cheyenne Isabel Wells",,
4127,Spawn,1997,96.0,Action  Drama  Horror,5.2,,An elite mercenary is killed but comes back from Hell as a reluctant soldier of the Devil.,Mark A.Z. Dippé,"Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle","69,617",$54.97M
4128,Grindhouse,2007,191.0,Action  Horror  Thriller,7.5,,Quentin Tarantino and Robert Rodriguezs homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell","186,486",$25.04M
4129,The Day the Earth Stood Still,2008,104.0,Adventure  Drama  Sci-Fi,5.5,40.0,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith","172,859",$79.37M
4130,Night Shift,2022,89.0,Horror  Thriller,6.7,,A janitor in a furniture factory finds herself in a fight for her life when she becomes the target of sinister masked intruders.,"Greg Swinson, Ryan Thiessen","Natalie Terrazzino, JC Oakley III, Larry Bunton, Philip Zimny",55,
4131,All the Old Knives,2022,101.0,Mystery  Thriller,6.1,,Veteran CIA agent Henry is reunited in Vienna with his former colleague and former Celia.,Janus Metz,"Goksin Erdemli, Kasia Madera, Chris Pine, Thandiwe Newton","24,800",
4132,Elizabeth,1998,124.0,Biography  Drama  History,7.4,,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,Shekhar Kapur,"Cate Blanchett, Liz Giles, Rod Culbertson, Paul Fox","101,221",$30.08M
4133,The Railway Children Return,2022,99.0,Adventure  Drama  Family,5.5,54.0,Follow a group of children who are evacuated to a Yorkshire village during the Second World War where they encounter a young soldier who like them is far away from home.,Morgan Matthews,"Beau Gadsdon, Eden Hamilton, Zac Cudby, Jessica Baglow","1,105",
4134,Hancock,2008,92.0,Action  Comedy  Drama,6.4,49.0,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman, Jae Head","490,100",$227.95M
4135,The Makanai: Cooking for the Maiko House,2023– ,45.0,Comedy  Drama,7.9,,Two inseparable friends move to Kyoto to chase their dreams of becoming maiko but decide to pursue different passions while living under the same roof.,,"Nana Mori, Natsuki Deguchi, Ai Hashimoto, Takako Tokiwa","1,422",
4136,The Dark Tower,2017,95.0,Action  Adventure  Fantasy,5.6,,A boy haunted by visions of a dark tower from a parallel reality teams up with the towers disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert","140,867",$50.70M
4137,Inside Llewyn Davis,2013,104.0,Drama  Music,7.4,,A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,"Ethan Coen, Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund","156,813",$13.24M
4138,The Circle,2020– ,48.0,Game-Show  Reality-TV,7.3,,Players start off isolated in an apartment and with their online interactions as their only means of any communication. The players use a social media platform called The Circle.,,"Michelle Buteau, Shubham Goel, Sam Carmona, Chaz Lawery","7,575",
4139,Still Alice,2014,101.0,Drama,7.5,,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimers Disease.,"Richard Glatzer, Wash Westmoreland","Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth","137,932",$18.75M
4140,Endless Love,2014,104.0,Drama  Romance,6.2,,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Shana Feste,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick","46,025",$23.39M
4141,"Love, Victor",2020–2022,30.0,Comedy  Drama  Romance,8.0,,Victor is a new student at Creekwood High School on his own journey of self-discovery facing challenges at home adjusting to a new city and struggling with his sexual orientation.,,"Michael Cimino, Rachel Hilson, Anthony Turpel, Bebe Wood","18,888",
4142,St. Elsewhere,1982–1988,60.0,Comedy  Drama,8.0,,The lives and work of the staff of St. Eligius Hospital an old and disrespected Boston teaching hospital.,,"Ed Begley Jr., Howie Mandel, David Morse, Christina Pickles","4,760",
4143,Killer Joe,2011,102.0,Drama  Thriller,6.7,,When a debt puts a young mans life in danger he turns to putting a hit out on his evil mother in order to collect the insurance.,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church","79,806",$1.99M
4144,Conversations with Friends,2022,335.0,Drama  Romance,6.7,,Two Dublin college students Frances and Bobbi and the strange and unexpected connection they forge with married couple Melissa and Nick.,,"Alison Oliver, Sasha Lane, Joe Alwyn, Jemima Kirke","7,006",
4145,The Saint,1962–1969,50.0,Action  Crime  Drama,7.5,,Simon The Saint Templar a wealthy adventurer and 20th Century Robin Hood travels the world in his white Volvo P1800S to solve the unsolvable and right wrongs.,,"Roger Moore, Ivor Dean, Leslie Crawford, Justine Lord","5,715",
4146,Salt,2010,100.0,Action  Thriller,6.4,,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,Phillip Noyce,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski","319,103",$118.31M
4147,Night of the Living Dead,1968,96.0,Horror  Thriller,7.8,,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,George A. Romero,"Duane Jones, Judith ODea, Karl Hardman, Marilyn Eastman","131,977",$0.09M
4148,Sacred Games,2018–2019,50.0,Action  Crime  Drama,8.5,,A link in their pasts leads an honest cop to a fugitive gang boss whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.,,"Saif Ali Khan, Nawazuddin Siddiqui, Neeraj Kabi, Elnaaz Norouzi","89,036",
4149,Something Borrowed,2011,112.0,Comedy  Drama  Romance,5.8,,Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex her best friend Darcys fiancé.,Luke Greenfield,"Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski","63,381",$39.05M
4150,Tango & Cash,1989,104.0,Action  Comedy  Crime,6.4,41.0,Framed by their ruthless arch-nemesis a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.,"Andrey Konchalovskiy, Albert Magnoli","Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance","108,278",$63.41M
4151,Tom and Jerry,1940–1968,8.0,Animation  Short  Adventure,9.0,,House cat (Tom) and a mouse (Jerry). The plots of each short usually center on Tom and Jerrys numerous attempts to have the best of each other and the mayhem and destruction that follows.,,"Mel Blanc, William Hanna, June Foray, Harry Lang","7,791",
4152,xXx: Return of Xander Cage,2017,107.0,Action  Adventure  Thriller,5.2,42.0,Xander Cage is left for dead after an incident though he secretly returns to action for a new tough assignment with his handler Augustus Gibbons.,D.J. Caruso,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","93,668",$44.90M
4153,Forgotten,2017,108.0,Mystery  Thriller,7.4,,When his abducted brother returns seemingly a different man with no memory of the past 19 days Jin-seok chases after the truth behind the kidnapping.,Hang-jun Jang,"Kang Ha-neul, Yeon Je Hyung, Mu-Yeol Kim, Na-ra Lee","36,946",
4154,Baby Doll,1956,114.0,Comedy  Drama,7.3,,An immature child bride holds her anxious husband at bay while flirting with an amorous Sicilian farmer.,Elia Kazan,"Karl Malden, Carroll Baker, Eli Wallach, Mildred Dunnock","7,892",
4155,The Counsellor,2013,117.0,Crime  Drama  Thriller,5.4,48.0,A lawyer finds himself in over his head when he gets involved in drug trafficking.,Ridley Scott,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem","102,829",$16.97M
4156,Sneakers,1992,126.0,Comedy  Crime  Drama,7.1,,A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Sidney Poitier, Jo Marr","60,082",$51.43M
4157,Rose Marie,1954,104.0,Musical  Romance  Western,5.8,,Wilderness girl Rose Marie has adventures in life and love when Mountie Mike Malone takes her out of the wild.,Mervyn LeRoy,"Ann Blyth, Howard Keel, Fernando Lamas, Bert Lahr",494,
4158,Alone,2015– ,44.0,Documentary  Game-Show  Reality-TV,8.4,,Ten survival experts attempt to survive alone. The winner receives $500000.,,"Nicole Apelian, Sam Larson, Brooke Whipple, Brad Richardson","5,919",
4159,"Quo vadis, Aida?",2020,101.0,Drama  History  War,8.0,,Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town her family is among the thousands of citizens looking for shelter in the UN camp.,Jasmila Zbanic,"Jasna Djuricic, Izudin Bajrovic, Boris Ler, Dino Bajrovic","35,049",
4160,Untitled Ghostbusters Afterlife Sequel,2023,,Adventure  Comedy  Fantasy,,,After the events in Oklahoma the Ghostbusters team returns to where it all started; New York City! The Spengler family story continues with a new group of Ghostbusters led by Winston Zeddemore (Ernie Hudson) and Ray Stantz (Dan Aykroyd).,Gil Kenan,"Paul Rudd, Mckenna Grace, Carrie Coon, Finn Wolfhard",,
4161,The Lorax,2012,86.0,Animation  Adventure  Comedy,6.4,46.0,A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax the grumpy yet charming creature who fights to protect his world.,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms","117,242",$214.03M
4162,Only Lovers Left Alive,2013,123.0,Comedy  Drama  Fantasy,7.2,,A depressed musician reunites with his lover. Though their romance which has already endured several centuries is disrupted by the arrival of her uncontrollable younger sister.,Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt","102,962",$1.88M
4163,Alex Rider,2020– ,45.0,Action  Adventure  Drama,7.5,,Alex Rider is an ordinary teenager enlisted to work on behalf of MI6 where he uses skills he didnt know he had to become an extraordinary spy.,,"Otto Farrant, Vicky McClure, Brenock OConnor, Ronke Adekoluejo","15,597",
4164,Good Luck Charlie,2010–2014,22.0,Comedy  Drama  Family,7.1,,The Duncan family are adjusting to the surprise birth of their fourth child Charlie. When parents Amy and Bob return to work they put their latest addition in the care of her three older siblings.,,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry, Mia Talerico","22,739",
4165,Raising Arizona,1987,94.0,Comedy  Crime,7.3,,When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another familys quintuplets their lives become more complicated than they anticipated.,"Joel Coen, Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman","142,273",$22.85M
4166,The Seven Deadly Sins,2014–2021,24.0,Animation  Action  Adventure,7.9,,The story of the Seven Deadly Sins a group of warriors who were wrongly accused of a crime they didnt commit and went on a quest to vindicate themselves.,,"Bryce Papenbrook, Erika Harlacher, Max Mittelman, Cristina Valenzuela","33,521",
4167,Cuckoo, 2012– ,30.0,Comedy,7.2,,Cuckoo is every parents worst nightmare - a slacker full of outlandish New Age ideas.,,"Greg Davies, Helen Baxendale, Tyger Drew-Honey, Kenneth Collard","10,138",
4168,Fear,2023,98.0,Horror,3.4,,A much needed getaway and a celebration weekend turns into a nightmare due to the contagious airborne threat.,Deon Taylor,"Tyler Abron, Jessica Allain, Mezi Atwood, Andrew Bachelor",377,
4169,All the Bright Places,2020,107.0,Drama  Romance,6.5,,The story of Violet and Theodore who meet and change each others lives forever. As they struggle with the emotional and physical scars of their past they discover that even the smallest places and moments can mean something.,Brett Haley,"Elle Fanning, Justice Smith, Alexandra Shipp, Kelli OHara","33,746",
4170,Exodus: Gods and Kings,2014,150.0,Action  Adventure  Drama,6.0,52.0,The defiant leader Moses rises up against Egyptian Pharaoh Ramses II setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.,Ridley Scott,"Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver","171,136",$65.01M
4171,Bachelor Party,1984,105.0,Comedy,6.3,56.0,A soon-to-be-married mans friends throw him the ultimate bachelor party.,Neal Israel,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard","40,912",$38.44M
4172,48 Hrs.,1982,96.0,Action  Comedy  Crime,6.9,,A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,Walter Hill,"Nick Nolte, Eddie Murphy, Annette OToole, Frank McRae","80,433",$78.87M
4173,Precious, 2009,110.0,Drama,7.3,,In New York Citys Harlem circa 1987 an overweight abused illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that she can re-route her life in a better direction.,Lee Daniels,"Gabourey Sidibe, MoNique, Paula Patton, Mariah Carey","112,501",$47.57M
4174,The Girl with the Dragon Tattoo,2009,152.0,Crime  Drama  Mystery,7.8,,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre","218,669",$10.10M
