,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
10,Poker Face,2023– ,58,"['Crime', ' Drama', ' Mystery']",8.0,,Charlie has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and with every stop encounters a new cast of characters and strange crimes she can't help but investigate and solve.,,"['Stars:Natasha Lyonne', 'Benjamin Bratt', 'Simon Helberg', 'Pedro Hollywood']","16,961",
11,Attack on Titan,2013–2023,24,"['Animation', ' Action', ' Adventure']",9.0,,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",,"['Stars:Josh Grelle', 'Bryce Papenbrook', 'Yûki Kaji', 'Yui Ishikawa']","393,527",
12,The White Lotus,2021–2023,60,"['Comedy', ' Drama']",7.9,,The exploits of various guests and employees of a tropical resort over the span of a week.,,"['Stars:Jennifer Coolidge', 'Jon Gries', 'F. Murray Abraham', 'Adam DiMarco']","154,668",
13,Babylon,I) (2022,189,"['Comedy', ' Drama', ' History']",7.3,60,"A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",Damien Chazelle,"['Brad Pitt', 'Margot Robbie', 'Jean Smart', 'Olivia Wilde']","86,176",
14,Yellowstone,2018–2023,60,"['Drama', ' Western']",8.7,,A ranching family in Montana faces off against others encroaching on their land.,,"['Stars:Kevin Costner', 'Luke Grimes', 'Kelly Reilly', 'Wes Bentley']","165,400",
15,You,2018– ,45,"['Crime', ' Drama', ' Romance']",7.7,,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",,"['Stars:Penn Badgley', 'Victoria Pedretti', 'Ambyr Childers', 'Elizabeth Lail']","261,602",
16,The Consultant,2023– ,33,"['Comedy', ' Drama', ' Thriller']",6.6,,"Follows a relationship between employee and boss, asking how far we will go to get ahead, and to survive.",,"['Stars:Christoph Waltz', 'Nat Wolff', ""Brittany O'Grady"", 'Aimee Carrero']","6,009",
17,Peter Pan,2023,106,"['Action', ' Adventure', ' Comedy']",,,Live-action adaptation of J.M. Barrie's classic tale of a boy who wouldn't grow up and recruits three young siblings in London to join him on a magical adventure to the enchanted Neverland island.,David Lowery,"['Alexander Molony', 'Ever Anderson', 'Joshua Pickering', 'Jacobi Jupe']",,
18,Star Trek: Picard,2020–2023,46,"['Action', ' Adventure', ' Drama']",7.3,,Follow-up series to Star Trek: The Next Generation (1987) and Star Trek: Nemesis (2002) that centers on Jean-Luc Picard in the next chapter of his life.,,"['Stars:Patrick Stewart', 'Michelle Hurd', 'Alison Pill', 'Jeri Ryan']","76,460",
19,Knock at the Cabin,2023,100,"['Horror', ' Mystery', ' Thriller']",6.1,,"While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.",M. Night Shyamalan,"['Dave Bautista', 'Jonathan Groff', 'Ben Aldridge', 'Nikki Amuka-Bird']","44,872",
20,The Walking Dead,2010–2022,44,"['Drama', ' Horror', ' Thriller']",8.1,,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,,"['Stars:Andrew Lincoln', 'Norman Reedus', 'Melissa McBride', 'Lauren Cohan']","1,012,950",
21,The Strays,2023,100,"['Drama', ' Thriller']",4.7,54,A Black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,Nathaniel Martello-White,"['Ashley Madekwe', 'Bukky Bakray', 'Jorden Myrie', 'Samuel Paul Small']","6,206",
22,A Man Called Otto,2022,126,"['Comedy', ' Drama']",7.5,51,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",Marc Forster,"['Tom Hanks', 'Mariana Treviño', 'Rachel Keller', 'John Higgins']","29,848",$62.47M
23,Shrinking,2023– ,33,"['Comedy', ' Drama']",7.9,,"A grieving therapist starts to tell his clients exactly what he thinks. Ignoring his training and ethics, he finds himself making huge changes to people's lives - including his own.",,"['Stars:Jason Segel', 'Jessica Williams', 'Harrison Ford', 'Luke Tennie']","14,140",
24,M3gan,2022,102,"['Horror', ' Sci-Fi', ' Thriller']",6.4,,A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.,Gerard Johnstone,"['Allison Williams', 'Violet McGraw', 'Ronny Chieng', 'Amie Donald']","77,019",$93.88M
25,Game of Thrones,2011–2019,57,"['Action', ' Adventure', ' Drama']",9.2,,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",,"['Stars:Emilia Clarke', 'Peter Dinklage', 'Kit Harington', 'Lena Headey']","2,134,079",
26,Jesus Revolution,2023,120,['Drama'],7.8,46,The true story of a national spiritual awakening in the early 1970's and its origins within a community of teenage hippies in Southern California.,"Directors:Jon Erwin, Brent McCorkle","['Joel Courtney', 'Jonathan Roumie', 'Kimberly Williams-Paisley', 'Anna Grace Barlow']","2,803",
27,Carnival Row,2019–2023,56,"['Crime', ' Drama', ' Fantasy']",7.8,,"A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",,"['Stars:Orlando Bloom', 'Cara Delevingne', 'Simon McBurney', 'Tamzin Merchant']","69,719",
28,Succession,2018–2023,60,['Drama'],8.8,,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",,"['Stars:Nicholas Braun', 'Brian Cox', 'Kieran Culkin', 'Peter Friedman']","160,283",
29,Ted Lasso,2020– ,30,"['Comedy', ' Drama', ' Sport']",8.8,,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League football team.",,"['Stars:Jason Sudeikis', 'Brett Goldstein', 'Brendan Hunt', 'Nick Mohammed']","232,694",
30,The Banshees of Inisherin,2022,114,"['Comedy', ' Drama']",7.8,,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",Martin McDonagh,"['Colin Farrell', 'Brendan Gleeson', 'Kerry Condon', 'Pat Shortt']","156,513",
31,Sex/Life,2021– ,45,"['Comedy', ' Drama', ' Romance']",5.5,,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,,"['Stars:Sarah Shahi', 'Mike Vogel', 'Adam Demos', 'Margaret Odette']","23,421",
32,Breaking Bad,2008–2013,49,"['Crime', ' Drama', ' Thriller']",9.5,,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.,,"['Stars:Bryan Cranston', 'Aaron Paul', 'Anna Gunn', 'Betsy Brandt']","1,935,522",
33,Avatar: The Way of Water,2022,192,"['Action', ' Adventure', ' Fantasy']",7.8,,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.",James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Stephen Lang']","311,518",$659.68M
34,South Park,1997– ,22,"['Animation', ' Comedy']",8.7,,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",,"['Stars:Trey Parker', 'Matt Stone', 'Isaac Hayes', 'Mona Marshall']","377,926",
35,Servant,2019–2023,30,"['Drama', ' Horror', ' Mystery']",7.5,,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens a door for a mysterious force to enter their home.,,"['Stars:Lauren Ambrose', 'Toby Kebbell', 'Nell Tiger Free', 'Rupert Grint']","39,461",
36,Party Down,2009–2023,30,"['Comedy', ' Drama']",8.2,,"A group of actors move to Los Angeles to make it big, but end up working as caterers.",,"['Stars:Adam Scott', 'Ken Marino', 'Ryan Hansen', 'Martin Starr']","33,460",
37,Wednesday,2022– ,45,"['Comedy', ' Crime', ' Fantasy']",8.2,,"Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.",,"['Stars:Jenna Ortega', 'Hunter Doohan', 'Percy Hynes White', 'Emma Myers']","286,651",
38,True Lies,2023– ,,"['Action', ' Adventure', ' Comedy']",5.1,,An unfulfilled suburban housewife is shocked to discover that her bland and unremarkable computer consultant husband is a skilled international spy.,,"['Stars:Ginger Gonzaga', 'Erica Hernandez', 'Steve Howey', 'Annabella Didion']",747,
39,Triangle of Sadness,2022,147,"['Comedy', ' Drama']",7.4,,A fashion model celebrity couple join an eventful cruise for the super-rich.,Ruben Östlund,"['Harris Dickinson', 'Charlbi Dean', 'Dolly de Leon', 'Zlatko Buric']","96,328",
40,Grey's Anatomy,2005– ,41,"['Drama', ' Romance']",7.6,,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,,"['Stars:Chandra Wilson', 'James Pickens Jr.', 'Ellen Pompeo', 'Justin Chambers']","316,153",
41,The Blacklist,2013–2023,43,"['Crime', ' Drama', ' Mystery']",8.0,,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",,"['Stars:James Spader', 'Megan Boone', 'Diego Klattenhoff', 'Ryan Eggold']","255,052",
42,Tár,2022,158,"['Drama', ' Music']",7.5,,"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",Todd Field,"['Cate Blanchett', 'Noémie Merlant', 'Nina Hoss', 'Sophie Kauer']","51,286",
43,Your Honor,II) (2020–2023,57,"['Crime', ' Drama', ' Thriller']",7.6,,A judge confronts his convictions when his son is involved in a hit-and-run that embroils an organized-crime family.,,"['Stars:Bryan Cranston', 'Hope Davis', 'Isiah Whitlock Jr.', 'Benjamin Flores Jr.']","54,295",
44,The Fabelmans,2022,151,['Drama'],7.6,,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",Steven Spielberg,"['Michelle Williams', 'Gabriel LaBelle', 'Paul Dano', 'Judd Hirsch']","67,960",
45,Scream VI,2023,123,"['Horror', ' Mystery', ' Thriller']",,,"In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.","Directors:Matt Bettinelli-Olpin, Tyler Gillett","['Melissa Barrera', 'Courteney Cox', 'Jenna Ortega', 'Jasmin Savoy Brown']",,
46,The Menu,2022,107,"['Comedy', ' Horror', ' Thriller']",7.2,,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",Mark Mylod,"['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau']","257,468",
47,Puss in Boots: The Last Wish,2022,102,"['Animation', ' Adventure', ' Comedy']",7.9,,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","Directors:Joel Crawford, Januel Mercado","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén', 'Florence Pugh']","92,089",$168.46M
48,Magic Mike's Last Dance,2023,112,"['Comedy', ' Drama']",5.4,52,"Mike takes to the stage again, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. Mike heads to London with a wealthy socialite who lures him with an offer he can't refuse.",Steven Soderbergh,"['Channing Tatum', 'Salma Hayek', 'Ayub Khan-Din', 'Jemelia George']","5,822",
49,Black Panther: Wakanda Forever,2022,161,"['Action', ' Adventure', ' Drama']",6.8,,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,Ryan Coogler,"['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira', 'Winston Duke']","233,949",$453.72M
50,All Quiet on the Western Front,2022,148,"['Action', ' Drama', ' War']",7.8,,A young German soldier's terrifying experiences and distress on the western front during World War I.,Edward Berger,"['Felix Kammerer', 'Albrecht Schuch', 'Aaron Hilmer', 'Moritz Klaus']","159,729",
51,Women Talking,2022,104,['Drama'],7.0,,"Do nothing. Stay and fight. Or leave. In 2010, the women of an isolated religious community grapple with reconciling a brutal reality with their faith.",Sarah Polley,"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Frances McDormand']","14,531",
52,Better Call Saul,2015–2022,46,"['Crime', ' Drama']",8.9,,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,,"['Stars:Bob Odenkirk', 'Rhea Seehorn', 'Jonathan Banks', 'Patrick Fabian']","553,960",
53,Criminal Minds,2005– ,42,"['Crime', ' Drama', ' Mystery']",8.1,,A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.,,"['Stars:Kirsten Vangsness', 'Matthew Gray Gubler', 'A.J. Cook', 'Joe Mantegna']","204,400",
54,Stranger Things,2016–2024,51,"['Drama', ' Fantasy', ' Horror']",8.7,,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.",,"['Stars:Millie Bobby Brown', 'Finn Wolfhard', 'Winona Ryder', 'David Harbour']","1,219,782",
55,The Rookie,2018– ,43,"['Action', ' Crime', ' Drama']",8.0,,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",,"['Stars:Nathan Fillion', 'Alyssa Diaz', 'Richard T. Jones', ""Melissa O'Neil""]","44,428",
56,Operation Fortune: Ruse de guerre,2023,114,"['Action', ' Comedy', ' Thriller']",6.7,51,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,Guy Ritchie,"['Jason Statham', 'Aubrey Plaza', 'Cary Elwes', 'Hugh Grant']","12,511",
57,Farzi,2023– ,56,"['Crime', ' Drama', ' Thriller']",8.5,,"An artist who gets pulled into the murky high stakes of a con job and a fiery task force officer on the mission to rid the country of his menaces in a fast-paced, edgy one-of-a-kind thriller.",,"['Stars:Shahid Kapoor', 'Vijay Sethupathi']","21,040",
58,Mayor of Kingstown,2021– ,,"['Crime', ' Drama', ' Thriller']",8.2,,"The McLusky family are power brokers tackling themes of systemic racism, corruption and inequality in Kingstown, Michigan, where the business of incarceration is the only thriving industry.",,"['Stars:Jeremy Renner', 'Dianne Wiest', 'Hugh Dillon', 'Tobi Bamtefa']","32,700",
59,Infinity Pool,2023,117,"['Crime', ' Horror', ' Mystery']",6.1,,"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.",Brandon Cronenberg,"['Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman', 'Dunja Sepcic']","17,854",
60,Beyond Paradise,2023– ,,"['Crime', ' Drama', ' Mystery']",7.9,,"DI Humphrey Goodman takes up post in Devon. But with a high crime rate, maybe things will be louder than expected.",,"['Stars:Kris Marshall', 'Sally Bretton', 'Zahra Ahmadi', 'Felicity Montagu']",658,
61,NCIS: Naval Criminal Investigative Service,2003– ,60,"['Action', ' Crime', ' Drama']",7.8,,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team.",,"['Stars:David McCallum', 'Mark Harmon', 'Sean Murray', 'Pauley Perrette']","151,474",
62,Bullet Train,2022,127,"['Action', ' Comedy', ' Thriller']",7.3,49,Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,David Leitch,"['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson', 'Brian Tyree Henry']","311,244",$103.37M
63,Sharper,2023,116,"['Crime', ' Drama', ' Thriller']",6.6,,"Motivations are suspect, and expectations are turned chaos, as a con artist takes on Manhattan billionaires.",Benjamin Caron,"['Julianne Moore', 'Sebastian Stan', 'Justice Smith', 'Briana Middleton']","12,782",
64,The Company You Keep,2023– ,44,"['Crime', ' Drama']",7.3,,"It tells the story of con-man Charlie and undercover CIA officer Emma. A night of passion ignites love between the pair, who are on a collision course professionally.",,"['Stars:Milo Ventimiglia', 'Catherine Haena Kim', 'Sarah Wayne Callies', 'Polly Draper']","1,298",
65,The Gold,2023– ,58,"['Crime', ' Drama', ' History']",7.5,,"Drama series inspired by true events surrounding the 1983 Brink's-Mat robbery, and the remarkable story that followed.",,"['Stars:Hugh Bonneville', 'Jack Lowden', 'Emun Elliott', 'Charlotte Spencer']","2,417",
66,Law & Order: Special Victims Unit,1999– ,60,"['Crime', ' Drama', ' Mystery']",8.1,,"This series follows the Special Victims Unit, a specially trained squad of detectives in the New York City Police Department that investigate sexually related crimes.",,"['Stars:Mariska Hargitay', 'Christopher Meloni', 'Ice-T', 'Dann Florek']","111,294",
67,The Boys,2019– ,60,"['Action', ' Comedy', ' Crime']",8.7,,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,,"['Stars:Karl Urban', 'Jack Quaid', 'Antony Starr', 'Erin Moriarty']","532,587",
68,Strike,2017– ,60,"['Crime', ' Drama', ' Mystery']",7.9,,War veteran turned private detective Cormoran Strike solves brutal murders with the help of his trusted partner Robin Ellacott.,,"['Stars:Tom Burke', 'Holliday Grainger', 'Kerr Logan', 'Jack Greenlees']","19,875",
69,Aftersun,II) (2022,102,['Drama'],7.7,,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't...,Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall', 'Sally Messham']","45,426",
70,The Office,2005–2013,22,['Comedy'],9.0,,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",,"['Stars:Steve Carell', 'Jenna Fischer', 'John Krasinski', 'Rainn Wilson']","622,615",
71,Winnie the Pooh: Blood and Honey,2023,84,['Horror'],3.9,,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.",Rhys Frake-Waterfield,"['Nikolai Leon', 'Maria Taylor', 'Craig David Dowsett', 'Chris Cordell']","9,235",
72,The Sopranos,1999–2007,55,"['Crime', ' Drama']",9.2,,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",,"['Stars:James Gandolfini', 'Lorraine Bracco', 'Edie Falco', 'Michael Imperioli']","412,688",
73,Top Gun: Maverick,2022,130,"['Action', ' Drama']",8.3,,"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.",Joseph Kosinski,"['Tom Cruise', 'Jennifer Connelly', 'Miles Teller', 'Val Kilmer']","541,237",$718.73M
74,Unforgotten,2015– ,45,"['Crime', ' Drama', ' Mystery']",8.3,,"London detectives investigate crimes from the past, unravelling secrets left buried for years.",,"['Stars:Sanjeev Bhaskar', 'Jordan Long', 'Nicola Walker', 'Lewis Reeves']","24,467",
75,Glass Onion: A Knives Out Mystery,2022,139,"['Comedy', ' Crime', ' Drama']",7.2,,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,Rian Johnson,"['Daniel Craig', 'Edward Norton', 'Kate Hudson', 'Dave Bautista']","353,371",
76,The Flash,2014–2023,43,"['Action', ' Adventure', ' Drama']",7.5,,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.",,"['Stars:Grant Gustin', 'Candice Patton', 'Danielle Panabaker', 'Carlos Valdes']","351,279",
77,The Unbearable Weight of Massive Talent,2022,107,"['Action', ' Comedy', ' Crime']",7.0,,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,"['Nicolas Cage', 'Pedro Pascal', 'Tiffany Haddish', 'Sharon Horgan']","102,371",
78,Supernatural,2005–2020,44,"['Drama', ' Fantasy', ' Horror']",8.4,,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",,"['Stars:Jared Padalecki', 'Jensen Ackles', 'Jim Beaver', 'Misha Collins']","453,056",
79,Death in Paradise,2011– ,60,"['Comedy', ' Crime', ' Drama']",7.8,,A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.,,"['Stars:Elizabeth Bourgine', 'Don Warrington', 'Danny John-Jules', 'Tobi Bakare']","23,217",
80,Haunted Mansion,2023,,"['Comedy', ' Drama', ' Family']",,,"A single mom named Gabbie hires a tour guide, a psychic, a priest, and a historian to help exorcise their newly bought mansion; after discovering it is inhabited by ghosts.",Justin Simien,"['Jamie Lee Curtis', 'Rosario Dawson', 'Winona Ryder', 'Jared Leto']",,
81,Euphoria,2019– ,55,['Drama'],8.4,,"A look at life for a group of high school students as they grapple with issues of drugs, sex, and violence.",,"['Stars:Zendaya', 'Hunter Schafer', 'Angus Cloud', 'Jacob Elordi']","196,318",
82,65,2023,93,"['Action', ' Adventure', ' Drama']",5.7,,An astronaut crash lands on a mysterious planet only to discover he's not alone.,"Directors:Scott Beck, Bryan Woods","['Adam Driver', 'Ariana Greenblatt', 'Chloe Coleman', 'Nika King']",455,
83,X,II) (2022,105,"['Horror', ' Mystery', ' Thriller']",6.6,,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",Ti West,"['Mia Goth', 'Jenna Ortega', 'Brittany Snow', 'Kid Cudi']","117,371",
84,True Detective,2014–2019,55,"['Crime', ' Drama', ' Mystery']",8.9,,"Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",,"['Stars:Vince Vaughn', 'Colin Farrell', 'Rachel McAdams', 'Taylor Kitsch']","583,598",
85,Severance,2022– ,55,"['Drama', ' Mystery', ' Sci-Fi']",8.7,,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",,"['Stars:Adam Scott', 'Zach Cherry', 'Britt Lower', 'Tramell Tillman']","140,782",
86,Peaky Blinders,2013–2022,60,"['Crime', ' Drama']",8.8,,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",,"['Stars:Cillian Murphy', 'Paul Anderson', 'Sophie Rundle', 'Helen McCrory']","567,646",
87,Happy Valley,2014–2023,58,"['Crime', ' Drama', ' Thriller']",8.5,,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,,"['Stars:Sarah Lancashire', 'Siobhan Finneran', 'James Norton', 'Rhys Connah']","51,249",
88,Die Hart,2020–2023,85,"['Action', ' Comedy', ' Thriller']",5.4,,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",,"['Stars:Kevin Hart', 'Nathalie Emmanuel', 'John Travolta', 'Jean Reno']","5,067",
89,Your Place or Mine,2023,109,"['Comedy', ' Romance']",5.6,49,Two long-distance best friends change each other's lives when she decides to pursue a lifelong dream and he volunteers to keep an eye on her teenage son.,Aline Brosh McKenna,"['Reese Witherspoon', 'Ashton Kutcher', 'Zoe Chao', 'Jesse Williams']","25,872",
90,Yellowjackets,2021– ,60,"['Drama', ' Horror', ' Mystery']",7.9,,A wildly talented high school girl soccer team becomes the (un)lucky survivors of a plane crash deep in the Canadian wilderness.,,"['Stars:Melanie Lynskey', 'Tawny Cypress', 'Christina Ricci', 'Jasmin Savoy Brown']","52,402",
91,Tulsa King,2022– ,40,"['Crime', ' Drama']",8.1,,"Following his release from prison, Mafia capo Dwight ""The General"" Manfredi is exiled to Tulsa, Oklahoma, where he builds a new criminal empire with a group of unlikely characters.",,"['Stars:Sylvester Stallone', 'Andrea Savage', 'Martin Starr', 'Jay Will']","42,284",
92,Anne Rice's Mayfair Witches,2023– ,60,"['Drama', ' Fantasy', ' Horror']",6.3,,Follows a neurosurgeon who discovers she is the unlikely heir to a family of witches. She must contend with a sinister presence that has haunted her family for generations.,,"['Stars:Alexandra Daddario', 'Tongayi Chirisa', 'Jack Huston', 'Harry Hamlin']","6,642",
93,The Big Bang Theory,2007–2019,22,"['Comedy', ' Romance']",8.2,,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,,"['Stars:Johnny Galecki', 'Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']","820,485",
94,Friends,1994–2004,22,"['Comedy', ' Romance']",8.9,,Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,,"['Stars:Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc']","1,012,799",
95,Triada,2023– ,45,"['Drama', ' Mystery', ' Thriller']",6.3,,"It follows Becca, a forensics expert who, when investigating a murder, realizes that the body of the victim looks exactly like her.",,"['Stars:Maite Perroni', 'David Chocarro', 'Ofelia Medina', 'Flavio Medina']","1,036",
96,John Wick: Chapter 4,2023,169,"['Action', ' Crime', ' Thriller']",,,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Chad Stahelski,"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Laurence Fishburne']",,
97,Modern Family,2009–2020,22,"['Comedy', ' Drama', ' Romance']",8.5,,Three different but related families face trials and tribulations in their own uniquely comedic ways.,,"[""Stars:Ed O'Neill"", 'Sofía Vergara', 'Julie Bowen', 'Ty Burrell']","440,865",
98,House of the Dragon,2022– ,,"['Action', ' Adventure', ' Drama']",8.5,,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",,"['Stars:Rhys Ifans', 'Matt Smith', 'Fabien Frankel', 'Graham McTavish']","315,105",
99,Endeavour,2012–2023,89,"['Crime', ' Drama', ' Mystery']",8.6,,"Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",,"['Stars:Shaun Evans', 'Roger Allam', 'Anton Lesser', 'James Bradshaw']","27,723",
100,Creed,II) (2015,133,"['Action', ' Drama', ' Sport']",7.6,,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']","283,504",$109.77M
101,The Flash,2023,,"['Action', ' Adventure', ' Fantasy']",,,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.",Andy Muschietti,"['Sasha Calle', 'Ben Affleck', 'Michael Shannon', 'Michael Keaton']",,
102,Young Sheldon,2017– ,30,['Comedy'],7.6,,"Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.",,"['Stars:Iain Armitage', 'Zoe Perry', 'Lance Barber', 'Montana Jordan']","67,539",
103,Andor,2022– ,40,"['Action', ' Adventure', ' Drama']",8.4,,"Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.",,"['Stars:Diego Luna', 'Kyle Soller', 'Stellan Skarsgård', ""Genevieve O'Reilly""]","124,305",
